-------- 1 - Atualizações
NATUREZA,EFETIVO-BM / EGSYS,DATA-ATUALIZAÇÃO,DATA-ATUALIZAÇÃO-EGSYS,OBSERVAÇÃO
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
-------- 24 - 🔼T2 NOVO - ACIDENTE DE TRANSIT
🔼T2 NOVO - ACIDENTE DE TRANSITO,,,,,,,,,,,,,,,,,,,,,,,,,
Nº,PERGUNTA CHAVE,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL INTERNO,ARV. COMPL.,COMP. NAT,REDIRECIONAMENTO,TIPO DE RESPOSTA,AG. ENV EXTERNO,,,,,,,,,,,,,
1,Qual o tipo de acidente?,Colisão,2,,,,,,,,,,,,,,,,,,,,,,
,,Atropelamento,2,,,,,,,,,,,,,,,,,,,,,,
,,Queda do veículo,2,,,,,,,,,,,,,,,,,,,,,,
,,Capotamento,2,Ocorrência,S,Alta,"ABTR, AA",,,,,Trânsito,,,,,,,,,,,,,
,,Engavetamento,2,,,,,,,,,,,,,,,,,,,,,,
,,Tombamento,2,,,,,,,,,,,,,,,,,,,,,,
,,Outros - Descrever,2,,,,,,,,ALFANUMÉRICO,,,,,,,,,,,,,,
2,Onde Aconteceu?,Via Local/Arterial/Coletora,3,,,,,,,,,,,,,,,,,,,,,,
,,Rodovia,3,Ocorrência,S,Alta,,,,,,"PRF, PRE, CONCESSIONÁRIA",,,,,,,,,,,,,
,,Trânsito Rápido,3,Ocorrência,S,Alta,,,,,,Trânsito,,,,,,,,,,,,,
,,Área Rural,3,,,,,,,,,,,,,,,,,,,,,,
,,Ferrovia,3,,,,,,,,,,,,,,,,,,,,,,
,,Outros - Descrever,3,,,,,,,,ALFANUMÉRICO,,,,,,,,,,,,,,
3,Você está no local?,Sim,4,,,,,,,,,,,,,,,,,,,,,,
,,Não,6,,,,,,,,,,,,,,,,,,,,,,
4,Qual o Veículo 1 envolvido?,Automóvel,5,,,,,,,,,,,,,,,,,,,,,,
,,Moto,5,,,,,,,OPS 2,,,,,,,,,,,,,,,
,,Bicicleta,5,,,,,,,OPS 2,,,,,,,,,,,,,,,
,,Bicicleta Elétrica,5,,,,,,,OPS 2,,,,,,,,,,,,,,,
,,Ônibus,5,,,,,,,,,,,,,,,,,,,,,,
,,Caminhão,5,,,,,,,,,,,,,,,,,,,,,,
,,Trem,5,,,,,,,,,,,,,,,,,,,,,,
,,Evadiu-se,5,,,,,,,,,,,,,,,,,,,,,,
,,Outros - Descrever,5,,,,,,,,ALFANUMÉRICO,,,,,,,,,,,,,,
5,E o Veículo 2 envolvido?,Apenas 1 Veículo,6,,,,,,,,,,,,,,,,,,,,,,
,,Automóvel,6,,,,,,,,,,,,,,,,,,,,,,
,,Moto,6,,,,,,,OPS 2,,,,,,,,,,,,,,,
,,Bicicleta,6,,,,,,,OPS 2,,,,,,,,,,,,,,,
,,Bicileta Elétrica,6,,,,,,,OPS 2,,,,,,,,,,,,,,,
,,Ônibus,6,,,,,,,,,,,,,,,,,,,,,,
,,Caminhão,6,,,,,,,,,,,,,,,,,,,,,,
,,Trem,6,,,,,,,,,,,,,,,,,,,,,,
,,Anteparo,6,,,,,,,,,,,,,,,,,,,,,,
,,Vários veículos ou engavetamento - Descrever,6,,,,,,,,ALFANUMÉRICO,,,,,,,,,,,,,,
,,Evadiu-se,6,,,,,,,,,,,,,,,,,,,,,,
6,Existem Vítimas?,Sim,7,,,,,,,,,,,,,,,,,,,,,,
,,Não,10,,,,,,,,,,,,,,,,,,,,,,
,,Não sabe,10,,,,,,,,,,,,,,,,,,,,,,
7,Quantas vítimas,1,8,Ocorrência,S,Baixa,AA; ABTR,,,,,Trânsito,,,,,,,,,,,,,
,,2,8,Ocorrência,S,Baixa,AA; ABTR,,,,,Trânsito,,,,,,,,,,,,,
,,3,8,Ocorrência,S,Média,AA; SBV;  ABTR,,,,,Trânsito,,,,,,,,,,,,,
,,4,8,Ocorrência,S,Média,AA; SBV;  ABTR,,,,,Trânsito,,,,,,,,,,,,,
,,5,8,Ocorrência,S,Alta,AA; SBV;  ABTR,,,,,Trânsito,,,,,,,,,,,,,
,,Mais que 5,8,Ocorrência,S,Alta,AA; SBV; SAV; MÉDICO; ABTR,,,,,Trânsito,,,,,,,,,,,,,
8,Algum ferido permanece dentro e/ou preso ao veículo?,Sim,9,Ocorrência,S,Alta,AA; SAV; MÉDICO; ABTR,,,,,Trânsito,,,,,,,,,,,,,
,,Não,9,,,,,,,,,,,,,,,,,,,,,,
9,Alguém foi ejetado do veículo?,Sim,10,Ocorrência,S,Alta,AA; SAV; MÉDICO; ABTR,,,,,Trânsito,,,,,,,,,,,,,
,,Não,10,,,,,,,,,,,,,,,,,,,,,,
10,Existe algum risco associado ao acidente?,Não,11,,,,,,,,,,,,,,,,,,,,,,
,,Fogo,11,Ocorrência,S,Alta,ABTR,,,OPS 3,,Trânsito,,,,,,,,,,,,,
,,Vazamento de combustível,11,Ocorrência,S,Alta,ABTR,,,,,,,,,,,,,,,,,,
,,Produto Perigoso,FIM,Ocorrência,S,Alta,ABTR; AHQ; AQ,,,B17,,Trânsito,,,,,,,,,,,,,
,,Choque elétrico (poste),11,Ocorrência,S,Alta,ABTR,,,OPS 11,,COPEL,,,,,,,,,,,,,
,,Outro - Descrever,11,,,,,,,,ALFANUMÉRICO,,,,,,,,,,,,,,
,,Não sabe,11,,,,,,,,,,,,,,,,,,,,,,
11,Existem algum grande sangramento?,Sim,12,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,HEMORRAGIA E CHOQUE,,,,,,,,,,,,,,,
,,Não,12,,,,,,,,,,,,,,,,,,,,,,
,,Não se aplica,FIM,,,,,,,OPS 10,,,,,,,,,,,,,,,
12,A vítima está alerta? Conversa?,Sim,14,,,,,,,,,,,,,,,,,,,,,,
,,Não,13,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,,,,,,,,,,,,,,,,
,,Não sabe,13,,,,,,,,,,,,,,,,,,,,,,
13,Aproxime-se da pessoa e veja se ela reage a estímulos,Reage a estímulo (abre os olhos),14,,,,,,,,,,,,,,,,,,,,,,
,,Não reage a estímulo,14,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,RCP,,,,,,,,,,,,,,,
,,Não sabe,14,,,,,,,,,,,,,,,,,,,,,,
14,A pessoa respira normalmente?,Sim,15,,,,,,,,,,,,,,,,,,,,,,
,,Não (ruidosa/ofegante),15,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,RCP,,,,,,,,,,,,,,,
,,Não respira,15,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,RCP,,,,,,,,,,,,,,,
,,Não sabe,15,Ocorrência,S,Baixa,AA,,,OPS 1,,,,,,,,,,,,,,,
15,Qual parte do corpo está ferida?,Nenhuma,16,,,,,,,,,,,,,,,,,,,,,,
,,Cabeça,17,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,OPS 1,,,,,,,,,,,,,,,
,,Pescoço,17,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,OPS 1,,,,,,,,,,,,,,,
,,Tórax,17,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,OPS 1,,,,,,,,,,,,,,,
,,Abdomen,17,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,OPS 1,,,,,,,,,,,,,,,
,,Costas,17,Ocorrência,S,Média,AA,,,OPS 1,,,,,,,,,,,,,,,
,,Pélvis,17,Ocorrência,S,Média,AA,,,OPS 1,,,,,,,,,,,,,,,
,,Genitália,17,Ocorrência,S,Média,AA,,,OPS 1,,,,,,,,,,,,,,,
,,Coxa (fêmur),17,Ocorrência,S,Média,AA,,,OPS 1,,,,,,,,,,,,,,,
,,Braço,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Clavícula,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Costelas,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Cotovelo,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Dedos,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Joelho,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Mãos,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Ombro,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Pé,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Perna (inferior),16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Punho,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Tornozelo,16,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
16,A pesso deseja ser atendida e encaminhada para o hospital?,Sim,17,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Não,FIM,,,,,,,"OPS 4, OPS 6, OPS 8, OPS 9, OPS 10",,,,,,,,,,,,,,,
17,Qual o sexo da pessoa ferida?,Masculino,18,,,,,,,,,,,,,,,,,,,,,,
,,Feminino,18,,,,,,,,,,,,,,,,,,,,,,
,,Não sabe,18,,,,,,,,,,,,,,,,,,,,,,
18,Qual a idade aproximada da pessoa ferida?,Número - Descrever,FIM,,,,,,,"OPS 1, OPS 8, OPS 9, OPS 10",int,,,,,,,,,,,,,,
,,Não sabe,FIM,,,,,,,"OPS 1, OPS 8, OPS 9, OPS 10",,,,,,,,,,,,,,,
Nº,ORIENTAÇÃO PRÉ-SOCORRO,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL,ARV. COMPL.,COMP. NAT,ORIENTAÇÕES,,,,,,,,,,,,,,,
1,Procure não movimentar as pessoas feridas a não ser que haja risco iminente.,,,,,,,,,,,,,,,,,,,,,,,,
2,(Motociclista consciente). Evite retirar o capacete da vítima,,,,,,,,,,,,,,,,,,,,,,,,
3,"(Fogo ou risco iminente) Se houver vítimas e for seguro para você, retire o cinto da vítima, abrace-a logo abaixo dos braços e arraste a uma distância segura",,,,,,,,,,,,,,,,,,,,,,,,
4,"(Recusa) Caso a vítima apresente uma piora, deve procurar atendimento médico imediatamente.",,,,,,,,,,,,,,,,,,,,,,,,
6,(Sem vítimas/Recusa) Orientamos a dirigir-se a uma delegacia e/ou realizar o Boletim pela internet. Veículos na via poderão ser multados.,,,,,,,,,,,,,,,,,,,,,,,,
7,(Veículo evadiu-se) Você consegue descrevê-lo?,,,,,,,,,,,,,,,,,,,,,,,,
8,Sinalize o local para a chegada do socorro.,,,,,,,,,,,,,,,,,,,,,,,,
9,"Se for seguro, sinalize a via para evitar novos acidentes.",,,,,,,,,,,,,,,,,,,,,,,,
10,"Seu chamado foi cadastrado. Qualquer alteração da(s) vítima(s), no local ou maiores informações, retorne a ligação ao 193.",,,,,,,,,,,,,,,,,,,,,,,,
11,"(Fios caídos/Combustível) Mantenha distância e sinalize para que outras pessoas não se aproximem.
",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
